"id","text_EN","text_CZ","text","modified","onlyid"
"ui_maplegend_traderHaim","Merchant Haim","Kupec Haim","商人ハイム","商人のハイム",
"char_ZID_JACOB_uiName","Merchant Jacob","Hojzírer Jákob","商人ヤコブ","商人のヤーコプ",
"char_KUPEC_JURG_THOMEL_uiName","Merchant Jurg Thömel","Kupec Jurg Thömel","商人ユルグ・テメル","商人のヨルク゠テーメル",
"ui_nh_eff_pro_stables_merchant","Horses for merchant","Koně pro kupce","商人用の馬","商人の馬",
"ui_nh_eff_rec_garrison_pub","Thirsty soldiers","Žízniví vojáci","喉の乾いた兵士たち","喉の乾いた兵士たち",
"char_VYHAZOVAC_2_uiName","Brawler","Ranař","喧嘩屋","喧嘩屋",
"char_VYHAZOVAC_uiName","Brawler","Ranař","喧嘩屋","喧嘩屋",
"qname_sedmstatecnych_DYbD","Speak of the Devil","Co Čert nechtěl","噂をすれば…","噂をすれば…",
"perk_deft_hands_name","Deft Hands","Šikovné ruce","器用な手","器用な手",
"perk_deft_hands_ii_name","Deft Hands II","Šikovné ruce II","器用な手2","器用な手 II",
"ui_in_shoes_twitch","Neat hands and quiet footwear are essential for success.","Rychlé ruce a tichá obuv jsou základem úspěchu.","器用な手先と静かな靴は成功に必要不可欠だ",,
"perk_gentle_touch_name","Nimble Fingers","Jemný dotek","器用な指先","器用な指先",
"qname_smlynarinejsouzerty_7f3s","Damsel in Distress","Dáma v nesnázích","囚われの姫","囚われの姫",
"char_VILEM_Z_NEBAKOVA_uiName","Prisoner","Vězeň","囚人","囚人",
"perk_dodger_name","Evade","Úskočný","回避","回避",
"perk_nimble_stance_desc","Dodges cost you 40&nbsp;% less stamina.","Úhyby tě stojí o 40&nbsp;% méně staminy.","回避の消費スタミナが40&nbsp;%低下する",,
"ui_nm_bsmt_hardware","Fastening material","Spojovací materiál","固定具","固定具",
"ui_nh_eff_rec_salary_medium","Locator's wages","Lokátorův plat","土地調査士の賃金","土地調査士の賃金",
"ui_hud_sharpening_pressure","Pressure","Tlak","圧力","圧力",
"ui_hud_sharpening_less_pressure","Less pressure","Menší přítlak","圧力を弱める","圧力を弱める",
"ui_hud_sharpening_more_pressure","More pressure","Větší přítlak","圧力を強める","圧力を強める",
"ui_maplegend_undegroundEntrance","Underground entrance","Vstup do podzemí","地下の入り口","地下の入り口",
"ui_maplegend_crossroadInUnderground","Underground crossroads","Křižovatka v podzemí","地下の分かれ道","地下の分かれ道",
"ui_nm_spizovaciOddil_keyToBeerDoor","Cellar key","Klíč od sklepa","地下室の鍵","地下室の鍵",
"char_STATKAR_JAKES_uiName","Landowner Jakesh","Statkář Jakeš","地主のヤケシュ","地主のヤケシュ",
"perk_local_hero_name","Local Hero","Místní hrdina","地元の英雄","地元の英雄",
"ui_in_svatba_tournamentCheapRing","A plain and shabby copper ring.","Obyčejný a ošuntělý měděný prsten.","地味でみすぼらしい銅の指輪",,
"ui_in_hood11","Plain and poorly tailored, but it protects perhaps more than the best wool. For everyone can see at a glance that the wearer is in the service of his master. And a servant can only be kicked with impunity by his master, no one else!","Obyčejná a špatně ušitá, ale chrání možná víc než ta nejlepší vlna. Každý totiž na první pohled vidí, že její nositel je ve službě svého pána. A do sluhy si beztrestně kopnout jenom jeho pán může, nikdo jiný!","地味で質の悪い仕立てだが、最高の羊毛よりも身を守ってくれる。なぜなら、一目見ただけで着用者は主人に仕えていることがわかるからだ。使用人を何のお咎めもなく蹴り飛ばすことができるのは主人だけだ！",,
"ui_nm_cuirass01_m01","Smooth cuirass","Kyrys hladký","地味なキュイラス","地味なキュイラス",
"ui_nm_brigandinearm01_m01","Plain laminar gauntlets","Podbíjené ruce prosté","地味なラミナーガントレット","地味な小札ガントレット",
"ui_in_poi_mnichovaSchovka_map","A map I found in a chest beneath the wall of Sedletz monastery.","Mapka, kterou jsem našel v truhle pod zdí Sedleckého kláštera.","地図。セドレツ修道院の壁の下にあったチェストに入っていた",,
"qname_hledanilichtenstejna_hKxZ","Into the Underworld","Do podsvětí","地底世界へ","地底世界へ",
"qname_taras_mura_5FUf","The Mouth of Hell","Jáma pekel","地獄の口","地獄の口",
"perk_beast_of_a_dog_name","Hellhound","Pozor, zlý pes","地獄の番犬","地獄の番犬",
"ui_in_kovaniAsiDoVezi_foundHorseshoe","Finding a horseshoe on the ground is said to be a very lucky sign. Especially if I've lost it myself before.","Najít jen tak na zemi podkovu prý štěstí přináší. Zvláště pokud ji předtím ztratil tvůj kůň.","地面に落ちている蹄鉄を見つけるのは非常に大きな幸運のしるしと言われる。特に、蹄鉄をなくしたことがある場合はなおさらだ",,
"perk_secrets_of_equilibrium_i_name","Secret of Equilibrium","Tajemství rovnováhy","均衡の秘密","均衡の秘密",
"perk_secrets_of_equilibrium_ii_name","Secret of Equilibrium II","Tajemství rovnováhy II","均衡の秘密2","均衡の秘密 II",
"ui_in_sword","An older form of a knight's sword. Slightly heavier at the tip, therefore best suited for fighting slower, heavily armoured foes.","Starší podoba rytířského meče. O něco těžší na špičku a určený proti lépe vyzbrojeným, ale pomalejším soupeřům.","型の古い騎士の剣。先端がやや重くできているため、装甲が厚く動きが鈍い敵との戦いに最も適している",,
"ui_nm_zachranaPtacka_mud_die","Grimy die","Kostka umolousaná","垢まみれのダイス","垢まみれのダイス",
"ui_in_cap_baggy","Overhanging fabric cap with hem protects head and hair in dusty environments. It is popular not only among millers.","Převislá látková čapka s lemem chrání hlavu a vlasy v prašném prostředí. Je oblíbená nejen mezi mlynáři.","埃っぽい環境でも頭と髪を守ってくれる、折り返し付のある布製の帽子。粉屋はもちろんのこと、他にも愛用者は多い",,
"ui_maplegend_drownedChest_poi","Sunken chest","Utopená truhla","埋まったチェスト","埋まったチェスト",
"ui_nm_poi_havarovanyDvoukolak_stashKey","Sunken chest key","Klíč od zapadlé truhly","埋まったチェストの鍵","埋まったチェストの鍵",
"ui_maplegend_cleraredSpring","Clogged well","Zanesená studánka","埋まった水源","埋まった水源",
"ui_maplegend_burriedTreasure","Buried treasure","Zakopaný poklad","埋められた財宝","埋められた財宝",
"ui_maplegend_buriedStash","Buried stash","Zakopaná skrýš","埋められた隠し財宝","埋められた隠し財宝",
"ui_codex_name_pohreb","Burial","Pohřeb","埋葬","埋葬",
"ui_maplegend_mothersGrave","Grave under ramparts","Hrob pod hradbami","城壁の下の墓","城壁の下の墓",
"ui_in_poustevnik_oldPaperInquisitionAmbroz","Some old scribbled notes from Seneschal Ambrose on the fire investigation.","Pár starých načmáraných poznámek senešala Ambrože k vyšetřování požáru.","執事長アンブローズによる、火事にまつわる捜査についての古い走り書きのメモ",,
"ui_nm_poustevnik_edictOrderAmbroz","Seneschal Ambrose's decree","Jmenovací dekret senešala Ambrože","執事長アンブローズの布告","執事長アンブロジェの布告",
"ui_codex_name_rada_rychtar","Bailiff and City Council","Rychtář a městská rada","執行官と町議会","執行官と町議会",
"ui_nm_maceBailiff","Bailiff's mace","Bulava rychtářská","執行官のメイス","執行官のブラヴァ",
"ui_in_tunic_long_tavern","A linen tunic is an essential part of any outfit. The innkeepers also wear a working linen apron around their waists.","Spodní lněná tunika je základní součást každého oděvu. Hospodští mají kolem pasu navíc pracovní plátěnou zástěru.","基本の装いとなる亜麻布のチュニック。宿屋の主人は腰に亜麻布のエプロンも巻いている",,
"ui_nh_base_structure_stats","Basic structure","Základ","基本構造","基本構造",
"ui_in_cuirass01","This type of armour provides less protection than any brigandine, as it only protects its wearer's chest.","Ve své základní podobě poskytuje méně ochrany, než kdejaká brigandina, protože chrání pouze hrudník bojovníka.","基本的な形では胸部を保護するだけであり、どんな胴鎧よりも防御力は低い",,
"perk_steadfast_name","Steadfast","Neotřesitelný","堅固","堅固",
"perk_the_mountain_name","Rock Solid","Skála","堅固な守り","堅固な守り",
"perk_hardwood_name","Hardwood","Tvrdé dřevo","堅木","堅木",
"char_JIRA_OD_VEZE_STRELEC_uiName","Jira of the Tower","Jíra od Věže","塔のジラ","塔のイーラ",
"ui_nm_potion_embrocation_medium","Embrocation","Mazání na klouby","塗り薬","塗り薬",
"ui_nm_recipe_embrocationPotion","Recipe for Embrocation","Recept na Mazání na klouby","塗り薬のレシピ","『塗り薬」のレシピ",
"ui_nm_potion_ebrocation","Weak Embrocation","Mazání na klouby slabé","塗り薬（弱）","塗り薬（弱）",
"ui_nm_potion_embrocation_high","Strong Embrocation","Mazání na klouby silné","塗り薬（強）","塗り薬（強）",
"ui_nm_loot_salt","Salt","Sůl","塩","塩",
"ui_in_pretzel","Pretzel, with salt and caraway, dried and hard.","Solený a kmínem posypaný preclík, vysušený do tvrda.","塩とキャラウェイをまぶし、乾燥させて固めた食べ物",,
"ui_nm_special_saltpeter","Saltpetre","Ledek","塩硝","塩硝",
"ui_in_special_saltpeter","Saltpetre is formed by evaporation of leachate from decaying residues, carrion and cattle excrement. It is suitable for smoking meat and is easily recognisable by its cool taste. It is also one of the three secret ingredients for the alchemical preparation of gunpowder.","Ledek neboli sanytr vzniká odpařováním výluhu ze tlejících zbytků, mršin a výkalů dobytka. Vhodný je pro nakládání masa na uzení a dobře rozpoznatelný podle chladivé chuti. Rovněž jde o jednu ze tří tajných ingrediencí pro alchymistickou přípravu střelného prachu.","塩硝は、腐敗した残留物、腐肉、牛の排泄物からの浸出液が蒸発することで生成される。肉の燻製に適しており、その清涼感のある味ですぐにわかるだろう。また、錬金術で火薬を作る際の3つの秘密の材料のひとつでもある",,
"ui_maplegend_grave","Grave","Hrob","墓","墓",
"qname_az_za_hrob_dsV1","Beyond the Grave","Až za hrob","墓の奥","墓の奥",
"ui_hud_start_digging_illegal","Rob the grave","Začít vykrádat hrob","墓を荒らす","墓を暴く",
"ui_in_poi_troskovickyHrbitov_map","A map the gravedigger found on a dead man.","Mapa, kterou hrobník našel u nějakého nebožtíka.","墓堀人が死んだ男の持ち物から見つけた地図",,
"ui_codex_name_gravedigger","Gravediggers","Hrobník","墓掘り人","墓掘り人",
"ui_in_poi_troskovickyHrbitov_key","The key to the chest where the gravedigger stores the belongings of the dead.","Klíč od truhly, kam hrobník ukládá věci po mrtvých.","墓掘り人が死者の私物を保管しているチェストの鍵",,
"char_HROBNIK_IGNAC_Z_TROSKOVIC_uiName","Gravedigger Ignatius","Hrobník Ignác","墓掘り人イグナティウス","墓掘り人イグナーツ",
"char_HROBNIK_FRANTISEK_uiName","Gravedigger Frantishek","Hrobník František","墓掘り人フランティシェク","墓掘り人フランチシェク",
"char_HROBNIK_LENEK_SEDLEC_uiName","Gravedigger Lenek","Hrobník Lenek","墓掘り人レネック","墓掘り人レネク",
"ui_maplegend_graveWithPregnantGirl","Unmarked grave","Neoznačený hrob","墓標のない墓","墓標のない墓",
"ui_maplegend_canalInWalls","Canal under the walls","Kanál pod hradbami","壁の下の用水路","壁の下の用水路",
"ui_nh_eff_rec_painting","Frescoes","Fresky","壁画","壁画",
"ui_codex_name_nastenna_malba","Murals","Nástěnná malba","壁画","壁画",
"ui_nh_add_painting","Frescoes","Fresky","壁画","壁画",
"ui_nm_kovaniSymbolSermirny_brokenGuildSword","Broken guild longsword","Zlomený cechovní meč","壊れたギルドの剣","壊れたギルドの剣",
"ui_nm_common_ruinedPickaxe","Broken pickaxe","Zničený krumpáč","壊れたツルハシ","壊れたツルハシ",
"ui_nm_brokenPolearm","Broken polearm","Dřevcová zbraň zlomená","壊れたポールアーム","壊れたポールアーム",
"ui_maplegend_crashedCart","Crashed two-wheeler","Rozbitý dvoukolák","壊れた二輪車","壊れた二輪車",
"ui_nm_shieldRemnantsPagan","Broken round shield","Štít kulatý rozbitý","壊れた円盾","壊れた円盾",
"ui_nm_kovaniPoklad_ruinedAxe","Broken axe","Zničená sekera","壊れた斧","壊れた斧",
"ui_nm_shieldRemnants","Broken shield","Štít rozbitý","壊れた盾","壊れた盾",
"ui_maplegend_brokenWagon","Broken wagon","Rozbitý vůz","壊れた荷馬車","壊れた荷馬車",
"ui_item_category_selling","Selling","Prodej","売却","売却",
"ui_maplegend_stallWithBeverage","Drink stand","Stánek s pitím","売店","売店",
"ui_codex_name_prostituce","Prostitution","Prostituce","売春","売春",
"char_PODIVNY_OBCHODNIK_uiName","Odd trader","Podivný obchodník","変な商人","変な商人",
"ui_nm_shieldKiteCuman_summer","Shield of Summer","Letní štít","夏の盾","夏の盾",
"perk_weasel_boy_desc","You'll make 35&nbsp;% less noise when sneaking outdoors.","Při plížení v exteriérech budeš působit o 35&nbsp;% méně hluku.","外をこっそり歩き回る際、物音が35&nbsp;%小さくなる",,
"ui_codex_name_cizinci","Foreigners","Cizinci","外国人","外国人",
"ui_in_driedCinnamonSpice","Expensive foreign spice excellent for gingerbread and meat.","Drahé cizokrajné koření vynikající do perníku i k masu.","外国産の高級香辛料。ジンジャーブレッドや肉料理と抜群に相性がいい",,
"perk_cuman_in_killer","You've killed so many Cumans that your reputation precedes you  - Cumans are afraid of you and there's a 50% greater chance they'll flee from combat with you. Your strikes against them will also be a lot more effective.","Zabil jsi tolik Kumánů, že tě tvá pověst už předchází. Kumáni se tě bojí a o polovinu se tak zvyšuje šance, že utečou z boje. Útoky proti Kumánům jsou výrazně účinnější","多くのクマン人を殺してきたため、その評判が広まっている。クマン人はこちらを恐れており、戦闘から逃げ出す可能性が50%高くなる。彼らに対する攻撃の効果も大きく上がる",,
"perk_adept_of_mystic_arts_lore_desc","A frequent misfortune befalls many scholars, and that is a lack of funds. You need not fear this, for you trade as if Saint Christopher were guiding your hand and Mercury were whispering in your ear.","Nejednoho učence potká časté neštěstí a tím je nedostatek prostředků. Ty se toho obávat nemusíš, protože obchoduješ jako by ti svatý Kryštof vedl ruku a Mercurius k tomu našeptával.","多くの学者にしばしば訪れる不幸とは、資金不足だ。だが、あなたにその心配はない。商売のやり方はまるで聖クリストファーの導きと、メルクリウスの助言を得ているかのようだ",,
"ui_in_kejkliri_poeticIntestine","Many songs sound more like the end result of a sheep's digestive tract than a heavenly chorus. Finally I know why.","Mnoho písní připomíná spíš výsledný produkt trávicího traktu ovce než dokonalou rajskou hudbu. Konečně vím proč. ","多くの曲は、天国のコーラスというよりは羊の消化管の産物のように聞こえる。やっとその理由がわかった",,
"perk_onslaught_lore_desc","Even a dozen enemies won't tire you out because you can deliver devastating blows until the enemy is completely routed or fleeing.","Ani tucet nepřátel tě neznaví, protože jsi schopen rozdávat strašlivé rány dokud není nepřítel zcela rozprášen nebo na útěku.","多数の敵を相手にしても疲れることがなく、敵が全滅するか逃亡するまで武器を振り続けることができる",,
"ui_in_roeDeerMeatDried","The best thing to eat while staring into the fire in the evening.","To nejlepší k večernímu sledování ohně.","夜、焚き火を見つめながら食べるなら、これに優るものはない",,
"ui_in_mysi1_paintForBull","A colour darker than the night itself. It will stand out very nicely on a white bull. And most importantly, it won't wash off easily.","Barva černější než sama noc. Ta se bude na bílém býkovi vskutku krásně vyjímat. A hlavně, nikdo ji jen tak nesmyje.","夜よりも暗い色。白い雄牛に映えそうな色味だ。何より、簡単に洗い落とせない",,
"ui_in_recipe_nighthawkPotion","You will see better in the dark and your Energy will deplete slower or if good quality, not at all.","Lépe uvidíš ve tmě a v lepších kvalitách ti bude Odpočatost klesat pomaleji nebo i vůbec.","夜目が利くようになるとともに、活力の減少が遅くなる。品質が高い場合はまったく減少しなくなる",,
"perk_night_crawler_name","Night Crawler","Noční slídil","夜行性","深夜徘徊",
"char_PONOCNY_MALESOV_uiName","Night watchman","Ponocný","夜警","夜警",
"char_PONOCNY_ZE_SEMINA_uiName","Night watchman","Ponocný","夜警","夜警",
"perk_night_crawler_desc","At night, you have a +2 bonus on Strength, Agility and Vitality and a +3 bonus on Stealth.","V noci máš bonus do Síly, Obratnosti a Vitality +2 a do Plížení +3.","夜間は筋力、俊敏性、体力が+2、隠密が+3上昇する",,
"ui_nm_potion_nighthawk_medium","Nighthawk","Sýček","夜鷹の薬","夜鷹の薬",
"ui_nm_recipe_nighthakwPotion","Recipe for Nighthawk Potion","Recept na Sýčka","夜鷹の薬のレシピ","『夜鷹の薬」のレシピ",
"ui_nm_potion_nighthawk","Weak Nighthawk","Sýček slabý","夜鷹の薬（弱）","夜鷹の薬（弱）",
"ui_nm_potion_nighthawk_high","Strong Nighthawk","Sýček silný","夜鷹の薬（強）","夜鷹の薬（強）",
"perk_combo_C05_lore_halberd","With a large, slow arc, lure the opponent and then firmly bind their weapon aside to slash at their exposed abdomen.","Velkým pomalým obloukem nalákej soupeře a následně mu důraznou vazbou odveď zbraň stranou, abys ho seknul na odkryté břicho.","大きくゆっくり弧を描き、敵を誘導してから相手の武器をしっかり脇で拘束し、むき出しになった腹を斬りつける",,
"ui_in_WarSaddle03","A unique saddle with a significantly extended cantle, decorated fenders and top grain leather saddle bags. However, the generous extension of the carrying capacity brings with it a reduction in the speed of the animal.","Unikátní sedlo s výrazně prodlouženou přední a zadní rozsochou, zdobenými bočnicemi a brašnami z nejlepší kůže. Štědré rozšíření nosnosti s sebou ovšem přináší snížení rychlosti zvířete.","大きく伸びたしずわ、装飾を施されたフェンダー、トップグレインレザーを使ったサドルバッグを備えたユニークな鞍。馬の運搬最大重量が大幅に増えるが、その代わり速度が低下する",,
"qname_falesnaposadka_YafN","High Toll","Vysoké mýto","大きな犠牲","大きな犠牲",
"ui_nm_setkaniVRatbori_copperJug_big","Large copper kettle","Velká měděná konvice","大きな銅製のヤカン","大きな銅製のケトル",
"ui_in_setkaniVRatbori_copperJug_big","A large copper kettle offers great pleasure... when it's full, that is.","Velká měděná konvice nabízí velké potěšení… tedy když je plná.","大きな銅製のヤカンは大きな喜びをもたらす… 中身が入っていれば、だが",,
"ui_in_appleDried","Nothing special, but at least it will not spoil.","Není to nic extra, ale alespoň se to nezkazí.","大したものではないが、少なくとも腐ることはない",,
"perk_wonder_of_nature_lore_desc","Like Pliny the Elder, you have a love for the natural world that surrounds the human one. It arouses your curiosity, and in return you find inner peace, shelter and a source of wisdom in it.","Podobně jako Plinius Starší chováš lásku k přírodnímu světu, který obklopuje ten lidský. Vzbouzí v tobě zvědavost, a na oplátku v něm nacházíš vnitřní klid, úkryt i zdroj moudrosti.","大プリニウスのように、あなたは人の世界を取り巻く自然を愛している。自然は好奇心を刺激し、その中にいると内なる平和、逃避先、叡智の源を見出す",,
"perk_steer_lore_desc","It's not about strength alone, you also have to be able to distribute the load well so you don't get tired too soon. You understand that, and know how to do it.","Není to jen o síle samotné, člověk musí taky umět zátěž dobře rozložit, aby se hned neoddělal. A to dobře víš a navíc to i umíš.","大事なのは筋力だけでなく、すぐに疲れないようにうまく負荷を分散させることだ。あなたはこれを理解し、その方法を知っている",,
"ui_nm_poi_matkaADite_mothersSkull","Adult's skull","Dospělá lebka","大人の頭蓋骨","大人の頭蓋骨",
"perk_no_rest_for_the_wicked_ii_lore_desc","Take care of your steed and it will reward you accordingly. Riders who have a strong and sincere bond with their animal can do wonders in the saddle.","Pečuj o svého oře a on se ti náležitě odmění. Jezdci, kteří mají se svým zvířetem pevné a upřímné pouto, dokáží v sedle hotové zázraky.","大切にすれば、馬はきちんと報いてくれる。馬と心からの強い絆で結ばれている騎手は、馬上で驚くような活躍を見せることができる",,
"ui_codex_name_univerzita","University","Univerzita","大学","大学",
"char_TRUHLAR_uiName","Carpenter","Truhlář","大工","大工",
"ui_codex_name_carpenter","Carpenters and Joiners","Tesař a truhlář","大工と建具屋","大工と建具屋",
"ui_nm_axeWork02","Carpenter's axe","Sekera tesařská","大工の斧","大工の斧",
"ui_nm_recipe_axework02","Sketch – Carpenter's axe","Náčrtek – Sekera tesařská","大工の斧のスケッチ","「大工の斧」のスケッチ",
"char_TRUHLARUV_OTEC_uiName","Carpenter's father","Truhlářův otec","大工の父親","大工の父親",
"ui_in_herb_chamomile","Most often it is found in fields and fertile land.","Nejčastěji k nalezení na polích a v krajinách úrodných bývá.","大抵の場合、畑や肥沃な土地に生える",,
"ui_in_taborCertovka_exoticItem_sfinx","This head carved out marble must have fallen off a statue. Its strange features and remnants of old paint suggest it's quite old.","Tahle hlava z mramoru se odlomila z nějaké větší sochy. Zvláštní podoba a zbytky staré barvy na kameni odkazují na velice dávnou historii.","大理石から削りだされた頭部。彫像から落ちたものと思われる。不思議な特徴と古い塗装を見るかぎり、かなり年季の入ったものと思われる",,
"ui_nm_taborCertovka_exoticItem_sfinx","Marble head","Hlava z mramoru","大理石の頭部","大理石の頭部",
"ui_nm_common_humanBone","Thigh bone","Stehenní kost","大腿骨","大腿骨",
"ui_nm_stareKosti_brokenBone","Thigh bone","Stehenní kost","大腿骨","大腿骨",
"ui_in_battle_bolt","A bolt made in large numbers ideal for military deployment in large numbers.","Šipka vyrobená ve velkých počtech je ideální k vojenskému nasazení ve velkých počtech.","大規模な軍事展開に向けて大量に作られたボルト",,
"ui_in_battle_arrow","An arrow made in large numbers ideal for military deployment in large numbers.","Šíp vyrobený ve velkých počtech je ideální k vojenskému nasazení ve velkých počtech.","大規模な軍事展開に向けて大量に作られた矢",,
"char_HANS_ROTTA_uiName","Armiger Hagen Trott","Armiger Hagen Trott","大郷士のハーゲン・トロット","大領主のハゲン゠トロット",
"ui_in_alchem_flag_kettle","Cauldron","Kotlík","大釜",,
"ui_hud_alchemy_move_up","Move up","Posunout nahoru","大釜を上げる","大釜を上げる",
"ui_hud_alchemy_move_down","Move down","Posunout dolů","大釜を下げる","大釜を下げる",
"ui_hud_inspect_kettle","Inspect cauldron","Prohlédnout kotlík","大釜を調べる","大釜を調べる",
"perk_secret_of_secrets_name","Secret of Secrets","Skrytá tajemství","大錬金術師の秘密","秘儀中の秘儀",
"char_SIMEK_TLAMA_uiName","Shimek the Maw","Šimek Tlama","大食いのシメク","大食いのシメク",
"perk_hard_to_kill_lore_desc","You either have a powerful advocate in the heavens or are simply favored by the fickle Lady Luck.","Máš na nebesích mocného přímluvce nebo jsi jen oblíbencem vrtkavé paní Štěstěny.","天に強大な味方がいるか、単に気まぐれな幸運の女神に好かれているか、どちらかだ",,
"ui_in_dieKingdomCome","A miraculous playing die, sent down from the Heavenly Kingdom to earth.","Zázračná herní kostka, seslaná z království nebeského na zem.","天の王国から地上に遣わされた奇跡のダイス",,
"ui_nm_andelStrazny_oresmus_book","Livre du ciel et du monde","Le Livre du ciel et monde","天体・地体論","天体・地体論",
"ui_nm_dieKingdomCome","Heavenly Kingdom die","Kostka království nebeského","天国のダイス","天国のダイス",
"ui_in_polearmSpear","An immortal weapon well known to mankind since the creation of the world. A simple long spear with an added hook for tripping the legs of enemies and pushing ladders off battlements.","Nesmrtelná zbraň, lidskému pokolení dobře známá snad už od stvoření světa. Jednoduché dlouhé kopí doplněné hákem na podsekávání nohou nepřátel neb shazování žebříků z hradeb.","天地創造以来、人類がよく知る不滅の武器。シンプルな長い槍にフックを取りつけただけのものだが、敵の足に引っ掛けて転ばせたり、胸壁にかけられたはしごを押し返したりできる",,
"perk_natural_camouflage_name","Natural Camouflage","Přírodní maskování","天然のカモフラージュ","天然のカモフラージュ",
"char_MACATA_MANA_uiName","Meaty Mary","Macatá Máňa","太っちょメアリー","太っちょマーニャ",
"ui_in_loot_necklace_gem","If the husband does not respect his wife, she can appeal to the law and then, along with her dowry and all the gifts she received during the marriage, remove herself from the household.","Pokud si manžel ženy své hrubě nehledí, může se ona odvolat ku právu. Následně se věnem svým i všemi dary, jež během manželství dostala, se může odebrat z domu.","夫が妻を尊重しない場合、妻は法に訴えたうえで、持参金と婚姻中に受け取った贈り物すべてを持って家を出ることができる",,
"ui_in_ztratyANalezy_purse","Lost and found again.","Ztracený a znovunalezený.","失われ、再び見つかったもの",,
"ui_in_ztratyANalezy_wreath","Lost and found again.","Ztracený a znovunalezený.","失われ、再び見つかったもの",,
"ui_in_ztratyANalezy_knife","Lost and found again.","Ztracený a znovu nalezený.","失われ、再び見つかったもの",,
"qname_ztracenacest_CtMW","Lost Honour","Ztracená čest","失われた名誉","失われた名誉",
"ui_nm_ztratyANalezy_wreath","Lost wreath","Věneček ztracený","失われた花輪","失われた花輪",
"ui_hud_fail","Fail","Selhání","失敗","失敗",
"ui_in_staryMistr_symbols_unread","A crumpled parchment with strange symbols drawn on it.","Zatuchlý pergamen, na kterém jsou nakreslené divné symboly.","奇妙なシンボルが描かれた、くしゃくしゃの羊皮紙",,
"ui_nm_drak_dragonBone2","Strange dragon bone","Divná dračí kost","奇妙なドラゴンの骨","奇妙なドラゴンの骨",
"ui_in_mlynaruvUcen_trismegistosSupply","A strange list of raw materials for Miller Krejzl.","Podivný seznam surovin pro mlynáře Krejzla.","奇妙な原料が記された、粉屋クレイズルが欲しがっているリスト",,
"ui_nm_kumaniNaTrosecku_peculiarSpirits","Odd moonshine","Pálenka zvláštní","奇妙な密造酒","奇妙な密造酒",
"char_PODIVNY_PES_uiName","Strange dog","Podivný pes","奇妙な犬","奇妙な犬",
"ui_nm_potion_steakTartarePerkUnlocker","Strange potion","Odvar podivný","奇妙な薬","奇妙な薬",
"ui_nm_andelStrazny_riddles","Strange little verse I","Prapodivný veršík I","奇妙な詩I","奇妙な詩I",
"ui_nm_andelStrazny_riddles_2","Strange little verse II","Prapodivný veršík II","奇妙な詩II","奇妙な詩II",
"ui_nm_andelStrazny_riddles_3","Strange little verse III","Prapodivný veršík III","奇妙な詩III","奇妙な詩III",
"ui_nm_andelStrazny_riddles_4","Strange little verse IV","Prapodivný veršík IV","奇妙な詩IV","奇妙な詩IV",
"ui_nm_andelStrazny_riddles_5","Strange little verse V ","Prapodivný veršík V","奇妙な詩V","奇妙な詩V",
"ui_in_andelStrazny_riddles","A strange verse, probably referring to a certain place in Kuttenberg.","Zvláštní veršík, který pravděpodobně odkazuje na jakési místo v Kutné Hoře.","奇妙な詩。恐らくはクッテンバークのとある場所を指し示している",,
"ui_nm_poi_luffy_strawhat","Strange strawhat","Slamák prazvláštní","奇妙な麦わら帽子","奇妙な麦わら帽子",
"ui_in_dieOdd","A die loaded to favour odd numbers. Most of the time.","Kostka vyvážená na lichá čísla. Většinou.","奇数が出やすいように細工されたダイス。大抵は当たる",,
"ui_nm_dieOdd","Odd die","Hrací kostka lichá","奇数のダイス","奇数のダイス",
"ui_maplegend_ambushedBergovsMen","Von Bergow's ambushed men","Přepadení Bergovovi muži","奇襲されたベルゴーの部下","奇襲されたベルガウの部下",
"perk_its_a_trap_name","Surprise Attack","Je to past!","奇襲攻撃","奇襲攻撃",
"perk_they_will_never_know_name","Ambusher","Netušený zásah","奇襲者","待ち伏せ",
"ui_nm_dieTeeth_a","Molar die","Kostka Stolička","奥歯のダイス","奥歯のダイス",
"ui_in_dieTeeth_a","A die made out of a molar tooth. It's probably better not to know who it came from.","Hrací kostka z první stoličky. Raději nepátrat po jejím původu.","奥歯を削って作られたダイス。出所は知らないほうがいいだろう",,
"ui_in_poetryVagabound","Good poems about women, love and wine by pupils of the scoundrels.","Dobré básně žáků darebáků o ženách, lásce a vínu.","女、恋、そしてワインについて描いた優れた詩。悪党の弟子たちの手によるもの",,
"perk_charming_lad_desc","When dealing with women, you gain a +2 bonus on all skill checks, a 15% discount on purchases, and a 25% discount on bathhouse services.","Pokud jednáš se ženami, získáš bonus do všech pokusů +2, slevu na nákup 15&nbsp;% a slevu na lázeňské služby 25&nbsp;%.","女性と取引した際、すべてのスキル判定に+2ボーナスが加算され、購入代金から15%割引、浴場サービスにおいては25%の割引が受けられる",,
"ui_in_bonnet_emb","A quilted cap is worn by women and girls not only at work, it is also a sign of their status. According to the custom of the time, married women should not be seen in public without their hair covered.","Prošitý čepec nosí ženy i dívky nejen při práci, jde také o znak jejich stavu. Podle dobového obyčeje by se vdané ženy bez zakrytých vlasů neměly ukazovat na veřejnosti.","女性や少女用のキルト地のキャップ。仕事でかぶるだけでなく、立場を表すものでもあった。当時の風習では、結婚して夫のいる女性が人前に出る時は髪を隠すものだとされた",,
